date,NBUW,DXBT,KPEL,JMDX,PHRL,QIAO,ZLZM,WJIN,NOKG,JFAI,DQMQ,JTRD,YSCS,TKAD,PFBO,GGUX,YMWW,OVCY,GTIY,BMZL,FLGY,VRMZ,RMSX,KZER,ZURV,UTPJ,FUNW,RFYJ,BNKK,DSJS,IRMF,IRZY,PBDJ,WKXL,BUFI,RPWC,QEAM,UIGI,MKAP,PMFE,NTIW,DGUN,KXPJ,INDR,LZYJ,GLBF,TVXF,STHM,FZPF,DIIJ,HCUY,JKNN,TCUN,ROEQ,KTTB,BTLQ,FCHX,RVSY,KTAD,NZST,YKPU,OZDD,FFBX,IHRO,LRAW,HRMI,FIXI,KFZA,PVNQ,PIVW,ZDSW,MVLW,VDCL,WATA,GUUW,HLOI,SBCP,QIJN,IWYW,FIEP,GGFP,OWQF,RWHY,PTHJ,IHXT,CCOD,WJIV,ZFIF,YGUK,WBDC,NNKR,KZFJ,YCTF,MIXE,HQXF,VPCN,CYIQ,EVDG,CNPB,WQGP,Total,Day,Weekday,WeekYear
2010/01/11,14912.64,15205.05,14035.43,15351.25,14912.64,14474.04,14620.24,15058.85,14474.04,14474.04,13889.23,14327.84,14035.43,14620.24,14766.44,14474.04,14181.63,14620.24,14035.43,14766.44,14474.04,14912.64,14766.44,14474.04,14766.44,14327.84,14327.84,14766.44,14912.64,14620.24,14327.83,14327.84,14327.84,14912.65,14766.44,14181.63,14327.84,14766.44,15497.45,14766.44,14912.64,14181.63,14474.04,14181.63,14912.64,14620.24,14181.63,14181.63,14766.44,14327.84,14474.04,14327.83,14474.04,14181.63,14620.24,14474.04,14181.64,14474.04,14181.63,14766.44,14181.63,14620.24,14474.03,14766.44,14912.64,14181.63,14474.04,14474.04,14620.24,14912.65,15351.25,15497.45,14327.83,15351.25,14327.84,15058.84,14766.44,14327.83,14181.63,14766.44,14620.24,15497.45,14912.65,14912.65,14327.83,14766.44,14766.44,14766.44,14181.63,14912.64,15351.25,14327.84,14327.84,14766.44,14474.04,14620.24,14620.24,14327.84,14474.04,14181.64,1459392.3099999998,11,0,02
2010/01/12,14328.8,14621.22,14767.44,15059.86,14328.8,14475.01,13451.52,14036.38,14621.22,14621.22,14475.01,14328.8,14767.44,14767.44,14621.22,14621.23,14621.22,15206.07,14767.44,15352.29,15206.07,14621.22,15206.07,14767.44,14767.44,15059.86,14182.59,14767.44,13890.16,15059.86,14767.44,14036.38,15498.5,15059.86,14621.23,14767.44,14475.01,14182.59,14913.65,15352.29,15206.07,14328.8,14182.59,14913.65,14036.38,15059.86,14621.23,14328.8,14767.44,14328.8,15352.29,15059.86,14621.23,14182.59,14913.65,14328.8,14913.65,14328.8,14475.01,15206.07,14913.65,14036.38,14767.43,14036.38,15206.07,14182.59,14913.65,14913.65,14621.22,14182.59,14328.8,14036.37,14475.01,14036.37,14182.59,14913.65,14913.65,15498.5,15059.86,14913.65,15059.86,14328.8,14767.44,14328.8,14913.65,15059.86,14913.65,15059.86,14328.8,14767.44,14475.01,13890.16,15059.86,15498.5,15059.86,15059.86,14913.65,14475.01,15644.71,14036.38,1467970.9600000002,12,1,02
2010/01/13,14767.6,14328.96,14767.6,15498.67,14328.96,14475.17,14913.82,14913.81,15791.1,14767.6,14767.59,13744.1,14328.96,14182.74,14036.53,14913.81,13744.1,15206.23,14328.95,14475.17,14036.53,14328.96,14767.6,15352.46,14621.38,14767.59,15498.66,14328.96,15060.03,14328.95,14475.17,14621.38,14475.16,14328.95,14328.95,13890.32,15206.24,14767.6,14475.17,14621.38,14036.53,15352.45,14475.17,14475.17,14475.17,14475.18,15060.02,15060.03,14913.81,15060.02,15060.02,14036.53,14182.74,14182.74,14621.38,14475.16,14621.37,14036.53,14036.53,14621.38,14767.6,15206.23,13890.32,15060.02,14767.6,14182.75,14767.6,14036.53,14328.96,15352.45,14475.17,15352.46,14328.96,15060.03,14767.59,14621.39,14328.95,14328.96,14036.53,14475.17,14328.96,15644.88,15060.02,14328.95,14475.17,14182.74,15352.46,14328.96,14328.96,14913.82,14913.81,14036.53,14182.74,14182.75,13890.31,15498.66,13597.88,14767.6,14328.96,14621.38,1458921.6499999997,13,2,02
2010/01/14,14623.81,15355,14331.33,14331.33,15208.76,14477.58,14477.57,15062.53,14477.56,14038.85,14770.05,14623.81,15062.52,14331.33,14331.33,14038.86,14185.09,14331.34,14916.29,14916.29,14331.33,14038.86,15501.23,14623.8,14623.81,14038.86,15208.76,14477.57,14331.33,14477.58,14770.05,14916.29,14477.58,14477.58,14185.1,14331.33,14916.29,14770.05,15062.52,14623.81,14770.05,14038.86,14623.81,14770.05,15355,14770.04,14331.34,14770.05,14185.1,13453.91,14770.05,14770.04,13600.15,14477.57,14916.28,14185.1,14477.58,14477.57,14916.28,14185.09,14477.57,15355.01,14185.09,14477.57,14331.33,15208.75,14916.28,14477.57,14916.28,14477.58,14038.86,13746.38,14770.04,13600.14,14185.1,14916.28,14770.06,14770.04,15062.52,15062.53,14916.28,14477.57,15208.77,15062.53,14477.57,14477.58,14623.81,13892.62,14185.09,14038.85,14623.81,14331.33,14623.81,14770.04,14185.1,14916.29,14623.81,14331.34,14331.33,15062.53,1456823.9200000013,14,3,02
2010/01/15,13160.94,15208.19,13745.86,13745.86,14623.26,14477.02,15061.96,14184.56,14477.03,15500.66,14038.32,14769.49,14623.26,14915.72,14330.79,14769.49,14184.56,15208.18,14330.79,14477.02,14184.56,14769.49,14769.49,14915.73,15061.95,15208.18,15500.65,14477.03,15061.96,14038.32,14477.03,15061.95,15061.95,14769.48,14623.25,14769.49,14477.02,14915.72,14623.26,14769.49,14623.26,14477.02,15061.95,14477.03,14623.26,14477.03,15354.42,14477.03,14915.72,14477.02,14915.72,14623.26,14769.49,14915.72,13745.86,14915.72,14623.25,14769.49,14330.79,13892.1,13892.1,14330.79,14769.5,14769.49,15354.42,14769.5,15208.19,14623.26,15208.19,15061.95,14769.48,15061.96,14477.03,14915.72,14330.79,14330.8,14769.48,14915.73,14330.8,14038.32,14915.73,14477.03,14184.55,14769.48,14623.26,14915.72,14477.03,14623.26,14477.03,14330.8,14769.49,14477.02,14915.72,14769.5,14915.72,14623.25,14623.25,14769.49,14915.72,14769.48,1465104.1300000001,15,4,02
2010/01/16,14625.43,14625.43,15064.2,15356.71,14771.69,14040.42,14186.67,14186.67,15356.7,14186.67,14771.69,14625.44,14917.94,14186.67,14625.44,15064.2,15502.96,15064.2,14917.95,14332.93,14917.94,15210.45,14771.69,14186.67,14040.42,15064.2,14917.95,14332.92,14332.93,14332.93,14479.18,15064.2,13601.66,14917.95,14625.44,14186.67,14332.93,14186.67,15064.2,14625.44,14040.42,14479.18,15356.71,14771.69,15064.2,15064.2,14625.44,14771.69,15356.71,14625.44,14917.95,15649.21,15064.2,14771.69,14479.18,13894.17,13455.41,14332.93,14771.69,14332.93,14917.94,14625.44,14332.92,15356.71,14040.42,15064.2,15356.71,14771.69,14625.44,14040.42,15064.2,14771.69,14771.69,14332.93,13455.4,14771.69,14479.19,14625.43,14917.94,14479.18,14625.43,14186.67,14625.44,14186.68,14479.18,14917.95,14479.18,14479.18,14771.69,14479.18,13894.16,14479.18,14332.93,14917.94,14040.42,14771.69,14479.18,14917.95,14771.69,14625.44,1462689.8799999976,16,5,02
2010/01/17,13894.71,15357.31,14333.49,15211.05,14626.01,14187.23,14479.75,14187.23,14772.27,14918.53,14479.75,14479.75,14772.27,14918.53,14479.75,14187.23,15064.79,14040.97,14479.75,13894.71,13894.71,14626.01,15357.31,14772.27,15357.31,14187.23,14626.01,13748.45,14918.53,14918.53,14626.01,14187.23,14479.75,14333.49,15064.79,14626.01,14918.53,14772.27,14333.49,14040.97,15357.31,14626.01,14626.01,14918.53,14626.01,14918.53,14918.53,15211.05,14918.53,14333.49,14918.53,14479.75,15357.31,14479.75,14772.27,14479.75,14772.27,14918.53,14479.75,14772.27,14772.27,15064.79,14479.75,15357.31,14772.27,14479.75,14626.01,14918.53,14772.27,14626.01,14333.49,14772.27,15357.31,14918.53,14626.01,14772.27,15503.57,14187.23,15064.79,14626.01,14772.27,14772.27,14772.27,14333.49,14772.27,14333.49,14333.49,13894.71,14626.01,14626.01,13894.71,15064.79,14187.23,14918.53,13894.71,14040.97,15357.31,14333.49,14333.49,15211.05,1464941.1600000008,17,6,02
2010/01/18,13895.22,14187.75,14772.81,14772.81,14919.08,15065.34,14334.02,14187.75,14626.55,15650.41,14480.28,15065.34,14334.02,14480.28,15065.34,14334.01,14041.49,14480.28,14772.81,14334.01,14626.55,14041.48,14187.75,14480.28,14772.81,14626.54,15065.34,14626.55,14334.02,14626.54,15357.88,14334.02,14772.81,14772.81,14334.01,15504.14,14626.55,13895.22,14187.75,14480.28,14480.28,15357.87,14480.28,14919.08,14187.75,15065.35,15065.34,15065.34,14334.02,14334.01,14919.08,14919.08,14772.81,14919.08,14626.55,15357.87,14772.81,14772.81,14772.81,14334.02,14334.02,15065.34,14919.08,14919.08,15065.34,14772.82,14626.55,14772.81,14919.08,14772.81,14626.54,15504.14,15504.14,14626.55,14772.81,14772.82,14772.81,14626.55,14626.55,14480.28,14187.76,14772.81,15357.87,14334.01,14919.08,14334.01,14919.08,15211.61,14041.49,15065.35,14772.81,15211.61,14626.55,14187.75,14334.01,14626.54,14480.28,15065.34,14626.55,14919.07,1469382.8700000013,18,0,03
2010/01/19,14628.75,14775.03,14775.04,14189.89,14628.75,14043.61,14482.46,13897.32,14921.32,14189.88,15213.9,14189.89,14482.46,15067.61,14336.18,14482.47,15799.05,14043.61,14628.76,14775.04,14775.04,14482.46,14775.03,14336.17,14628.75,14336.18,14043.6,14921.32,14482.46,14336.18,15213.9,14775.04,13897.32,15067.62,15213.9,14482.46,14336.18,15360.19,14189.89,13751.03,15067.61,14482.47,14628.75,14775.04,14482.46,14336.17,15067.62,15652.76,14628.75,14921.33,15067.62,14482.46,14189.89,13897.31,14628.75,14775.05,14921.34,14189.89,14482.46,15213.9,14628.75,14628.76,14628.74,14921.33,14336.17,14921.32,14189.88,15067.61,14921.33,14921.33,15213.91,14189.88,14189.88,14628.75,14921.33,14189.88,14775.05,15652.76,14189.88,15652.77,14043.59,14189.88,13751.03,13897.32,14336.17,15213.91,13897.31,14921.32,14628.75,14482.46,14189.89,15067.61,15067.62,14482.46,14775.04,14189.89,14043.6,14336.18,14775.04,15213.91,1461119.6599999997,19,1,03
2010/01/20,13896.79,14481.92,14335.63,14628.19,14920.76,14628.19,15067.05,15067.04,13750.51,15359.61,14481.91,14335.63,15067.04,14481.91,14920.76,14628.19,15067.04,14043.06,14043.06,14628.19,14920.76,14481.91,15067.04,15067.05,15067.04,14920.75,14628.19,14043.07,14628.19,14774.47,14189.35,15067.04,14335.62,14335.62,14481.91,14774.48,15359.6,14481.91,14481.91,14920.76,14628.19,15067.04,14920.75,14774.48,14189.35,14628.2,13750.5,14774.48,15505.88,14481.9,14628.19,14920.76,14628.19,14920.76,14189.35,14481.9,15798.44,13896.78,14628.19,14628.19,14920.76,14920.75,15067.05,14481.91,15067.04,15067.05,15067.05,14774.47,14628.19,13896.78,14335.62,14628.2,14920.76,14335.63,14628.19,14628.2,15213.31,14189.35,14774.48,14481.91,14043.08,14774.48,14628.19,15505.88,14335.63,15213.31,13750.51,14335.63,14774.48,15067.05,14481.91,14920.76,14628.19,14189.35,14774.47,14774.47,14774.47,13750.5,14774.48,14189.34,1465013.5499999993,20,2,03
2010/01/21,14045.38,15654.74,15069.52,15069.52,14484.3,14337.99,14923.21,14484.3,13899.07,14484.29,14776.91,14045.38,14484.3,14923.22,14191.69,13606.46,14484.3,14484.3,13606.47,14776.91,14776.91,14776.91,15069.52,15069.52,14630.6,15215.83,15069.52,14776.9,14923.21,15215.83,14337.99,14776.91,14191.69,14191.69,14337.99,14337.99,14191.69,14776.91,14776.91,14923.21,14484.3,15069.52,15069.52,14484.29,14923.21,15215.82,14191.69,15069.52,14484.3,14776.91,14776.91,14776.91,14776.91,14337.99,13606.46,14630.61,14776.92,14923.22,14045.38,14484.3,14337.99,13899.08,14484.29,15215.83,14923.21,14630.6,14923.21,14191.69,14337.99,14776.91,14776.91,14337.99,13899.07,15215.82,13899.08,14776.9,14191.69,14630.6,15362.13,15215.83,15508.43,14337.99,14923.22,14045.38,13752.76,14484.3,14484.29,15069.52,14191.68,14337.99,14630.6,14484.3,14630.6,13606.46,14923.22,14630.61,15215.83,14630.6,14045.38,15801.06,1460865.7200000004,21,3,03
2010/01/22,14191.87,15069.72,14777.1,13606.64,14338.18,15069.72,14338.18,15216.03,14484.49,13460.33,15069.72,14923.41,14777.1,14777.1,14484.49,14191.87,14338.18,15069.72,14630.79,14777.1,13899.26,14045.56,14484.49,14484.49,14630.79,14923.41,14191.87,14923.41,14484.49,14923.41,14630.8,14923.41,14045.56,14191.87,14630.79,14777.1,15362.33,14338.18,15069.72,15508.64,14630.8,14045.56,14338.18,14045.56,14338.18,14045.57,14338.18,14045.56,14777.1,14923.41,14630.79,14484.49,14923.41,15069.72,15362.34,14338.18,14484.48,13899.25,14484.49,14338.18,14630.8,14923.41,14484.49,14191.87,14630.8,15216.03,15069.72,14484.49,14484.49,14045.56,14338.18,14191.87,14777.1,13752.95,14191.87,13899.26,14484.49,14923.41,14777.1,15508.64,14630.8,14484.49,14777.1,15508.64,14777.1,15216.03,14923.41,14777.1,14777.1,13752.95,14923.41,15362.33,14191.87,14777.1,14045.56,15508.64,15654.95,15069.72,14191.87,14484.48,1460445.9300000006,22,4,03
2010/01/23,14485.42,14485.42,14631.74,14339.11,14924.38,14631.74,14192.79,14924.38,14339.11,13900.16,13607.52,14924.38,15070.69,14924.38,14192.79,15070.69,14924.38,14485.42,14046.47,14192.79,14778.06,14192.79,14485.42,14778.06,14339.11,14192.79,14192.79,14485.43,14485.42,14046.47,14339.11,14778.06,15070.69,14778.06,14485.42,14631.74,14631.74,14485.42,14778.06,14778.06,14485.42,14485.42,14485.42,14485.42,14631.74,14631.74,14339.11,14778.06,14485.42,15217.01,14631.74,14485.42,15070.69,14339.11,14192.79,14631.74,15363.32,14778.06,14485.42,14046.47,14046.47,14631.74,14192.79,14924.38,14046.47,13753.84,14485.43,14485.42,14631.74,14778.06,14778.06,15070.69,14778.06,14778.06,14631.74,14778.06,14778.06,15070.69,13753.84,15363.33,15070.7,14778.06,14631.74,14192.79,14485.42,13900.15,14339.11,14924.38,14631.74,14778.06,14924.38,14192.79,14046.47,14778.06,14778.06,14778.06,15655.96,15509.64,15070.69,14192.79,1458491.9600000004,23,5,03
2010/01/24,14779.97,14779.97,15218.98,14194.63,15218.99,14633.64,14926.31,14487.3,14779.97,14779.97,15511.66,14633.64,15511.66,15365.32,14194.63,14340.97,14926.31,14340.97,14487.31,15072.65,15072.65,14194.63,14633.64,14048.29,14779.98,14194.63,15218.99,14194.63,15218.98,14779.98,14633.64,14487.3,14779.98,14779.98,15218.99,14487.3,14779.98,15511.66,14487.3,14779.98,14194.63,14779.98,13609.29,14487.3,13755.62,15218.98,13755.62,14779.98,14633.64,14926.32,14926.31,14487.3,15072.65,14633.64,14779.98,15218.99,14779.99,14048.3,15072.65,14194.63,14487.3,15072.65,14487.3,14779.98,14633.64,14779.97,13609.28,14633.64,14779.98,14779.98,14487.31,13901.95,14779.97,14487.3,14340.97,14487.3,14779.98,14779.97,14633.64,14779.98,14779.97,15365.32,15072.65,14340.97,13901.96,15218.99,14926.31,14926.31,14926.31,15072.64,14779.97,14926.31,14340.97,15218.98,15072.65,14340.97,14779.98,14048.3,14340.97,14633.65,1468339.43,24,6,03
